,date,total_streams,stream_percent_change,total_count,count_percent_change,highest_rank,top_rank_diff
114,2017-04-25,0,0.0,0,0.0,,0.0
115,2017-04-26,0,0.0,0,0.0,,0.0
116,2017-04-27,0,0.0,0,0.0,,0.0
117,2017-04-28,0,0.0,0,0.0,,0.0
118,2017-04-29,0,0.0,0,0.0,,0.0
119,2017-04-30,0,0.0,0,0.0,,0.0
120,2017-05-01,0,0.0,0,0.0,,0.0
121,2017-05-02,0,0.0,0,0.0,,0.0
122,2017-05-03,0,0.0,0,0.0,,0.0
123,2017-05-04,0,0.0,0,0.0,,0.0
124,2017-05-05,0,0.0,0,0.0,,0.0
125,2017-05-06,0,0.0,0,0.0,,0.0
126,2017-05-07,0,0.0,0,0.0,,0.0
127,2017-05-08,0,0.0,0,0.0,,0.0
128,2017-05-09,0,0.0,0,0.0,,0.0
129,2017-05-10,0,0.0,0,0.0,,0.0
130,2017-05-11,0,0.0,0,0.0,,0.0
131,2017-05-12,0,0.0,0,0.0,,0.0
132,2017-05-13,0,0.0,0,0.0,,0.0
133,2017-05-14,0,0.0,0,0.0,,0.0
134,2017-05-15,0,0.0,0,0.0,,0.0
135,2017-05-16,0,0.0,0,0.0,,0.0
136,2017-05-17,0,0.0,0,0.0,,0.0
137,2017-05-18,0,0.0,0,0.0,,0.0
138,2017-05-19,0,0.0,0,0.0,,0.0
139,2017-05-20,0,0.0,0,0.0,,0.0
140,2017-05-21,0,0.0,0,0.0,,0.0
141,2017-05-22,0,0.0,0,0.0,,0.0
142,2017-05-23,0,0.0,0,0.0,,0.0
143,2017-05-24,0,0.0,0,0.0,,0.0
144,2017-05-25,0,0.0,0,0.0,,0.0
145,2017-05-26,0,0.0,0,0.0,,0.0
146,2017-05-27,0,0.0,0,0.0,,0.0
147,2017-05-28,0,0.0,0,0.0,,0.0
148,2017-05-29,0,0.0,0,0.0,,0.0
149,2017-06-01,0,0.0,0,0.0,,0.0
150,2017-06-03,0,0.0,0,0.0,,0.0
151,2017-06-04,0,0.0,0,0.0,,0.0
152,2017-06-05,0,0.0,0,0.0,,0.0
153,2017-06-06,0,0.0,0,0.0,,0.0
154,2017-06-07,0,0.0,0,0.0,,0.0
155,2017-06-08,0,0.0,0,0.0,,0.0
156,2017-06-09,255708,inf,11,inf,93.0,0.0
157,2017-06-10,430597,68.39402756268869,17,54.54545454545454,70.0,-23.0
158,2017-06-11,291076,-32.401758488795785,14,-17.647058823529417,88.0,18.0
159,2017-06-12,261895,-10.025216781871404,12,-14.28571428571429,98.0,10.0
160,2017-06-13,219158,-16.318371866587754,10,-16.666666666666664,91.0,-7.0
161,2017-06-14,152311,-30.501738471787476,7,-30.000000000000004,136.0,45.0
162,2017-06-15,103310,-32.171675059582036,5,-28.57142857142857,169.0,33.0
163,2017-06-16,94033,-8.979769625399282,5,0.0,176.0,7.0
164,2017-06-17,70168,-25.37938808716089,4,-19.999999999999996,182.0,6.0
165,2017-06-18,66715,-4.921046630942882,4,0.0,186.0,4.0
166,2017-06-19,70673,5.932698793374813,4,0.0,192.0,6.0
167,2017-06-20,18446,-73.8995090062683,1,-75.0,190.0,-2.0
168,2017-06-21,18369,-0.41743467418410285,1,0.0,192.0,2.0
169,2017-06-22,18023,-1.8836082530350073,1,0.0,194.0,2.0
170,2017-06-23,17783,-1.3316318038062436,1,0.0,192.0,-2.0
171,2017-06-24,16727,-5.938255637406509,1,0.0,199.0,7.0
172,2017-06-25,0,-100.0,0,-100.0,,0.0
173,2017-06-26,0,0.0,0,0.0,,0.0
174,2017-06-27,0,0.0,0,0.0,,0.0
175,2017-06-28,0,0.0,0,0.0,,0.0
176,2017-06-29,0,0.0,0,0.0,,0.0
177,2017-06-30,0,0.0,0,0.0,,0.0
178,2017-07-01,16862,inf,1,inf,200.0,0.0
179,2017-07-02,0,-100.0,0,-100.0,,0.0
180,2017-07-03,0,0.0,0,0.0,,0.0
181,2017-07-04,0,0.0,0,0.0,,0.0
182,2017-07-05,0,0.0,0,0.0,,0.0
183,2017-07-06,0,0.0,0,0.0,,0.0
184,2017-07-07,0,0.0,0,0.0,,0.0
185,2017-07-08,0,0.0,0,0.0,,0.0
186,2017-07-09,0,0.0,0,0.0,,0.0
187,2017-07-10,0,0.0,0,0.0,,0.0
188,2017-07-11,0,0.0,0,0.0,,0.0
189,2017-07-12,0,0.0,0,0.0,,0.0
190,2017-07-13,0,0.0,0,0.0,,0.0
191,2017-07-14,0,0.0,0,0.0,,0.0
192,2017-07-15,0,0.0,0,0.0,,0.0
193,2017-07-16,0,0.0,0,0.0,,0.0
194,2017-07-17,0,0.0,0,0.0,,0.0
195,2017-07-18,0,0.0,0,0.0,,0.0
196,2017-07-19,0,0.0,0,0.0,,0.0
197,2017-07-20,0,0.0,0,0.0,,0.0
198,2017-07-21,0,0.0,0,0.0,,0.0
199,2017-07-22,0,0.0,0,0.0,,0.0
200,2017-07-23,0,0.0,0,0.0,,0.0
201,2017-07-24,0,0.0,0,0.0,,0.0
202,2017-07-25,0,0.0,0,0.0,,0.0
203,2017-07-26,0,0.0,0,0.0,,0.0
204,2017-07-27,0,0.0,0,0.0,,0.0
205,2017-07-28,0,0.0,0,0.0,,0.0
206,2017-07-29,0,0.0,0,0.0,,0.0
207,2017-07-30,0,0.0,0,0.0,,0.0
208,2017-07-31,0,0.0,0,0.0,,0.0
209,2017-08-01,0,0.0,0,0.0,,0.0
210,2017-08-02,0,0.0,0,0.0,,0.0
211,2017-08-03,0,0.0,0,0.0,,0.0
212,2017-08-04,0,0.0,0,0.0,,0.0
213,2017-08-05,0,0.0,0,0.0,,0.0
214,2017-08-06,0,0.0,0,0.0,,0.0
215,2017-08-07,0,0.0,0,0.0,,0.0
216,2017-08-08,0,0.0,0,0.0,,0.0
217,2017-08-09,0,0.0,0,0.0,,0.0
218,2017-08-10,0,0.0,0,0.0,,0.0
219,2017-08-11,0,0.0,0,0.0,,0.0
220,2017-08-12,0,0.0,0,0.0,,0.0
221,2017-08-13,0,0.0,0,0.0,,0.0
222,2017-08-14,0,0.0,0,0.0,,0.0
223,2017-08-15,0,0.0,0,0.0,,0.0
224,2017-08-16,0,0.0,0,0.0,,0.0
225,2017-08-17,0,0.0,0,0.0,,0.0
226,2017-08-18,0,0.0,0,0.0,,0.0
227,2017-08-19,0,0.0,0,0.0,,0.0
228,2017-08-20,0,0.0,0,0.0,,0.0
229,2017-08-21,0,0.0,0,0.0,,0.0
230,2017-08-22,0,0.0,0,0.0,,0.0
231,2017-08-23,0,0.0,0,0.0,,0.0
232,2017-08-24,0,0.0,0,0.0,,0.0
233,2017-08-25,243395,inf,2,inf,1.0,0.0
234,2017-08-26,250751,3.0222477865198494,4,100.0,1.0,0.0
235,2017-08-27,164364,-34.451308269957046,1,-75.0,1.0,0.0
236,2017-08-28,238716,45.236183105789586,1,0.0,1.0,0.0
237,2017-08-29,279902,17.253137619598192,2,100.0,1.0,0.0
238,2017-08-30,284413,1.6116355009967664,2,0.0,1.0,0.0
239,2017-08-31,260937,-8.25419372532198,2,0.0,1.0,0.0
240,2017-09-01,245490,-5.9198197266006725,1,-50.0,1.0,0.0
241,2017-09-02,218449,-11.015112631879099,1,0.0,1.0,0.0
242,2017-09-03,329239,50.71664324396083,3,200.0,1.0,0.0
243,2017-09-04,423331,28.578631328609315,4,33.33333333333333,1.0,0.0
244,2017-09-05,378710,-10.540451797765815,3,-25.0,1.0,0.0
245,2017-09-06,366452,-3.2367774814501815,3,0.0,1.0,0.0
246,2017-09-07,329449,-10.097638981367274,2,-33.333333333333336,1.0,0.0
247,2017-09-08,317348,-3.673102665359429,2,0.0,2.0,1.0
248,2017-09-09,319850,0.7884089390826521,2,0.0,2.0,0.0
249,2017-09-10,314278,-1.7420665937158075,2,0.0,2.0,0.0
250,2017-09-11,288232,-8.287567058464163,2,0.0,2.0,0.0
251,2017-09-12,296139,2.743276249687754,2,0.0,2.0,0.0
252,2017-09-13,298811,0.9022789973627265,2,0.0,2.0,0.0
253,2017-09-14,289054,-3.2652747054157993,2,0.0,2.0,0.0
254,2017-09-15,275815,-4.580113058459667,2,0.0,2.0,0.0
255,2017-09-16,277628,0.6573246560194423,2,0.0,3.0,1.0
256,2017-09-17,274676,-1.0632933277623269,2,0.0,3.0,0.0
257,2017-09-18,264718,-3.6253622449722633,2,0.0,3.0,0.0
258,2017-09-19,249914,-5.592366216124334,2,0.0,3.0,0.0
259,2017-09-20,239149,-4.30748177373016,2,0.0,4.0,1.0
260,2017-09-21,254830,6.5570000292704655,2,0.0,3.0,-1.0
261,2017-09-22,229915,-9.777106306164896,2,0.0,4.0,1.0
262,2017-09-23,229394,-0.22660548463562247,2,0.0,4.0,0.0
263,2017-09-24,224494,-2.1360628438407248,2,0.0,4.0,0.0
264,2017-09-25,208760,-7.008650565271235,2,0.0,6.0,2.0
265,2017-09-26,204139,-2.213546656447596,2,0.0,7.0,1.0
266,2017-09-27,198544,-2.740779566863749,2,0.0,7.0,0.0
267,2017-09-28,192680,-2.9535014908534163,2,0.0,7.0,0.0
268,2017-09-29,185595,-3.6770811708532247,2,0.0,7.0,0.0
269,2017-09-30,184453,-0.6153183006007756,2,0.0,7.0,0.0
270,2017-10-01,179392,-2.743788390538515,2,0.0,7.0,0.0
271,2017-10-02,172484,-3.850784873349977,2,0.0,8.0,1.0
272,2017-10-03,177440,2.873309988172812,2,0.0,9.0,1.0
273,2017-10-04,169969,-4.210437330928762,2,0.0,9.0,0.0
274,2017-10-05,168083,-1.1096141061016973,2,0.0,9.0,0.0
275,2017-10-06,158011,-5.992277624744913,2,0.0,9.0,0.0
276,2017-10-07,160373,1.4948326382340449,2,0.0,8.0,-1.0
277,2017-10-08,156631,-2.333310469966887,2,0.0,10.0,2.0
278,2017-10-09,153390,-2.069194476189262,2,0.0,11.0,1.0
279,2017-10-10,158048,3.0367038268465985,2,0.0,11.0,0.0
280,2017-10-11,153922,-2.610599311601536,2,0.0,11.0,0.0
281,2017-10-12,153221,-0.45542547524071164,2,0.0,11.0,0.0
282,2017-10-13,143795,-6.151898238492115,2,0.0,11.0,0.0
283,2017-10-14,145820,1.4082548071908008,2,0.0,11.0,0.0
284,2017-10-15,140082,-3.9349883417912457,2,0.0,11.0,0.0
285,2017-10-16,156529,11.74098028297712,2,0.0,11.0,0.0
286,2017-10-17,153062,-2.2149250298666656,2,0.0,11.0,0.0
287,2017-10-18,136917,-10.548013223399666,2,0.0,11.0,0.0
288,2017-10-19,141453,3.3129560244527623,2,0.0,11.0,0.0
289,2017-10-20,225031,59.085349904208464,3,50.0,11.0,0.0
290,2017-10-21,225941,0.4043887286640402,3,0.0,14.0,3.0
291,2017-10-22,218353,-3.3583988740423343,3,0.0,15.0,1.0
292,2017-10-23,238614,9.279011508886992,3,0.0,11.0,-4.0
293,2017-10-24,239664,0.4400412381503127,3,0.0,12.0,1.0
294,2017-10-25,233437,-2.598220842512855,3,0.0,12.0,0.0
295,2017-10-26,230707,-1.1694804165577888,3,0.0,13.0,1.0
296,2017-10-27,241661,4.748013714364974,3,0.0,9.0,-4.0
297,2017-10-28,237258,-1.8219737566260163,3,0.0,11.0,2.0
298,2017-10-29,211872,-10.699744581847614,3,0.0,12.0,1.0
299,2017-10-30,224855,6.127756381211302,3,0.0,15.0,3.0
300,2017-10-31,201516,-10.379577950234598,3,0.0,16.0,1.0
301,2017-11-01,187737,-6.837670457928901,3,0.0,18.0,2.0
302,2017-11-02,175602,-6.463829719234893,3,0.0,35.0,17.0
303,2017-11-03,212276,20.884727964373972,4,33.33333333333333,42.0,7.0
304,2017-11-04,191911,-9.593642239348776,4,0.0,42.0,0.0
305,2017-11-05,189264,-1.379285189488877,4,0.0,41.0,-1.0
306,2017-11-06,194514,2.7739031194522035,4,0.0,42.0,1.0
307,2017-11-07,182555,-6.14814357835426,4,0.0,47.0,5.0
308,2017-11-08,177907,-2.5460820026841247,4,0.0,47.0,0.0
309,2017-11-09,161172,-9.406600077568616,4,0.0,49.0,2.0
310,2017-11-10,200839,24.611595066140524,4,0.0,43.0,-6.0
311,2017-11-11,171287,-14.71427362215506,4,0.0,48.0,5.0
312,2017-11-12,153962,-10.114602976291254,4,0.0,50.0,2.0
313,2017-11-13,146107,-5.101908263077903,4,0.0,49.0,-1.0
314,2017-11-14,139913,-4.239358826065831,4,0.0,52.0,3.0
315,2017-11-15,139522,-0.27945937832796197,4,0.0,54.0,2.0
316,2017-11-16,136928,-1.8592049999283322,4,0.0,63.0,9.0
317,2017-11-17,130032,-5.036223416686136,4,0.0,68.0,5.0
318,2017-11-18,121275,-6.734496124031009,4,0.0,70.0,2.0
319,2017-11-19,116098,-4.268810554524838,4,0.0,72.0,2.0
320,2017-11-20,115291,-0.6951024134782657,4,0.0,76.0,4.0
321,2017-11-21,94518,-18.017885177507353,3,-25.0,81.0,5.0
322,2017-11-22,91623,-3.0629086523201954,3,0.0,87.0,6.0
323,2017-11-23,89850,-1.9351036311843095,3,0.0,89.0,2.0
324,2017-11-24,85709,-4.608792431830833,3,0.0,94.0,5.0
325,2017-11-25,85895,0.21701338249191515,3,0.0,90.0,-4.0
326,2017-11-26,83665,-2.596193026369409,3,0.0,90.0,0.0
327,2017-11-27,77831,-6.973047271858002,3,0.0,96.0,6.0
328,2017-11-28,81435,4.630545669463326,3,0.0,98.0,2.0
329,2017-11-29,76726,-5.782525940934491,3,0.0,102.0,4.0
330,2017-11-30,84959,10.730391262414308,3,0.0,93.0,-9.0
331,2017-12-01,246707,190.38359679374759,9,200.0,71.0,-22.0
332,2017-12-02,238392,-3.3703948408435935,9,0.0,73.0,2.0
333,2017-12-03,261094,9.522970569482192,10,11.111111111111116,72.0,-1.0
334,2017-12-04,270765,3.704029966219058,10,0.0,74.0,2.0
335,2017-12-05,227294,-16.054881539342237,8,-19.999999999999996,76.0,2.0
336,2017-12-06,200030,-11.995037264512042,7,-12.5,78.0,2.0
337,2017-12-07,151456,-24.283357496375547,5,-28.57142857142857,78.0,0.0
338,2017-12-08,170204,12.378512571307843,6,19.999999999999996,82.0,4.0
339,2017-12-09,140765,-17.296303259617872,5,-16.666666666666664,83.0,1.0
340,2017-12-10,137041,-2.6455439917593138,5,0.0,83.0,0.0
341,2017-12-11,139921,2.1015608467538804,5,0.0,85.0,2.0
342,2017-12-12,115959,-17.125377891810377,4,-19.999999999999996,89.0,4.0
343,2017-12-13,118191,1.9248182547279669,4,0.0,88.0,-1.0
344,2017-12-14,124688,5.497034461168782,4,0.0,86.0,-2.0
345,2017-12-15,122654,-1.631271654048505,4,0.0,86.0,0.0
346,2017-12-16,122627,-0.02201314266147003,4,0.0,81.0,-5.0
347,2017-12-17,120754,-1.5273960873217196,4,0.0,80.0,-1.0
348,2017-12-18,125925,4.282259800917565,4,0.0,82.0,2.0
349,2017-12-19,124377,-1.2293031566408597,4,0.0,83.0,1.0
350,2017-12-20,124583,0.16562547737926092,4,0.0,82.0,-1.0
351,2017-12-21,124352,-0.18541855630382909,4,0.0,83.0,1.0
352,2017-12-22,146113,17.499517498713324,5,25.0,82.0,-1.0
353,2017-12-23,139790,-4.327472572597923,5,0.0,82.0,0.0
354,2017-12-24,136777,-2.155375921024394,5,0.0,108.0,26.0
355,2017-12-25,110655,-19.09824020120342,5,0.0,90.0,-18.0
356,2017-12-26,131562,18.893859292395287,5,0.0,84.0,-6.0
357,2017-12-27,134348,2.1176327510983306,5,0.0,89.0,5.0
358,2017-12-28,133352,-0.7413582636139004,5,0.0,89.0,0.0
359,2017-12-29,131398,-1.465294858719779,5,0.0,90.0,1.0
360,2017-12-30,125612,-4.403415577101633,5,0.0,92.0,2.0
361,2017-12-31,132703,5.645161290322576,5,0.0,135.0,43.0
362,2018-01-01,99921,-24.703284778791733,5,0.0,99.0,-36.0
363,2018-01-02,122172,22.268592187828396,5,0.0,101.0,2.0
364,2018-01-03,124852,2.193628654683555,5,0.0,104.0,3.0
365,2018-01-04,104288,-16.470701310351455,4,-19.999999999999996,109.0,5.0
366,2018-01-05,103063,-1.1746317888922997,4,0.0,105.0,-4.0
367,2018-01-06,98750,-4.184818994207429,4,0.0,112.0,7.0
368,2018-01-07,97229,-1.5402531645569595,4,0.0,103.0,-9.0
369,2018-01-08,103457,6.405496302543479,4,0.0,104.0,1.0
370,2018-01-09,80685,-22.011077065834115,3,-25.0,116.0,12.0
371,2018-01-10,81640,1.1836152940447375,3,0.0,114.0,-2.0
372,2018-01-11,84295,3.252082312591864,3,0.0,105.0,-9.0
373,2018-01-12,115463,36.974909543863824,4,33.33333333333333,78.0,-27.0
374,2018-01-13,118714,2.815620588413603,4,0.0,65.0,-13.0
375,2018-01-14,138840,16.95335006823122,5,25.0,55.0,-10.0
376,2018-01-15,125633,-9.512388360702973,4,-19.999999999999996,56.0,1.0
377,2018-01-16,104445,-16.864995661967797,3,-25.0,56.0,0.0
378,2018-01-17,106799,2.2538177988415065,3,0.0,53.0,-3.0
379,2018-01-18,104620,-2.040281276041911,3,0.0,56.0,3.0
380,2018-01-19,100648,-3.7965972089466615,3,0.0,59.0,3.0
381,2018-01-20,96348,-4.272315396232418,3,0.0,60.0,1.0
382,2018-01-21,91399,-5.136588201104331,3,0.0,64.0,4.0
383,2018-01-22,93937,2.7768356327749766,3,0.0,70.0,6.0
384,2018-01-23,92467,-1.5648785888414563,3,0.0,73.0,3.0
385,2018-01-24,91620,-0.9160024657445365,3,0.0,77.0,4.0
386,2018-01-25,90549,-1.1689587426326087,3,0.0,78.0,1.0
387,2018-01-26,88066,-2.7421617025036205,3,0.0,79.0,1.0
388,2018-01-27,84549,-3.9935957123066745,3,0.0,79.0,0.0
389,2018-01-28,82544,-2.37140593028895,3,0.0,75.0,-4.0
390,2018-01-29,85791,3.93365962395813,3,0.0,84.0,9.0
391,2018-01-30,84068,-2.0083691762539213,3,0.0,86.0,2.0
392,2018-01-31,83888,-0.21411238521197307,3,0.0,89.0,3.0
393,2018-02-01,82618,-1.5139233263398832,3,0.0,91.0,2.0
394,2018-02-02,79859,-3.33946597593745,3,0.0,90.0,-1.0
395,2018-02-03,55836,-30.0817691180706,2,-33.333333333333336,95.0,5.0
396,2018-02-04,54590,-2.2315352102586172,2,0.0,94.0,-1.0
397,2018-02-05,54682,0.16852903462172275,2,0.0,103.0,9.0
398,2018-02-06,34029,-37.76928422515636,1,-50.0,104.0,1.0
399,2018-02-07,55640,63.507596461841366,2,100.0,102.0,-2.0
400,2018-02-08,33622,-39.57225017972682,1,-50.0,104.0,2.0
401,2018-02-09,31852,-5.264410207602166,1,0.0,110.0,6.0
402,2018-02-10,32264,1.293482355896014,1,0.0,106.0,-4.0
403,2018-02-11,31906,-1.1095958343664725,1,0.0,100.0,-6.0
404,2018-02-12,32818,2.8583965398357725,1,0.0,106.0,6.0
405,2018-02-13,32193,-1.9044426838929818,1,0.0,117.0,11.0
406,2018-02-14,29447,-8.529804615910287,1,0.0,149.0,32.0
407,2018-02-15,27190,-7.664617787890105,1,0.0,145.0,-4.0
408,2018-02-16,26741,-1.6513424052960635,1,0.0,143.0,-2.0
409,2018-02-17,23673,-11.473018959649972,1,0.0,159.0,16.0
410,2018-02-18,23201,-1.9938326363367564,1,0.0,154.0,-5.0
411,2018-02-19,23924,3.11624498944012,1,0.0,168.0,14.0
412,2018-02-20,23707,-0.9070389566962045,1,0.0,176.0,8.0
413,2018-02-21,24491,3.307040114734039,1,0.0,171.0,-5.0
414,2018-02-22,28286,15.495488138499859,1,0.0,143.0,-28.0
415,2018-02-23,23125,-18.24577529519904,1,0.0,178.0,35.0
416,2018-02-24,21928,-5.176216216216211,1,0.0,180.0,2.0
417,2018-02-25,20966,-4.387085005472457,1,0.0,183.0,3.0
418,2018-02-26,21797,3.96356004960412,1,0.0,192.0,9.0
419,2018-02-27,22264,2.1424966738541995,1,0.0,192.0,0.0
420,2018-02-28,21683,-2.6095939633488996,1,0.0,197.0,5.0
421,2018-03-01,21827,0.664114744269706,1,0.0,200.0,3.0
422,2018-03-02,21921,0.43065927520959946,1,0.0,190.0,-10.0
423,2018-03-03,20310,-7.349117284795403,1,0.0,197.0,7.0
424,2018-03-04,0,-100.0,0,-100.0,,0.0
425,2018-03-05,0,0.0,0,0.0,,0.0
426,2018-03-06,0,0.0,0,0.0,,0.0
427,2018-03-07,0,0.0,0,0.0,,0.0
428,2018-03-08,0,0.0,0,0.0,,0.0
429,2018-03-09,0,0.0,0,0.0,,0.0
430,2018-03-10,0,0.0,0,0.0,,0.0
431,2018-03-11,0,0.0,0,0.0,,0.0
432,2018-03-12,0,0.0,0,0.0,,0.0
433,2018-03-13,22461,inf,1,inf,185.0,0.0
434,2018-03-14,23136,3.0052090289835798,1,0.0,172.0,-13.0
435,2018-03-15,22204,-4.0283540802212965,1,0.0,178.0,6.0
436,2018-03-16,21548,-2.9544226265537765,1,0.0,177.0,-1.0
437,2018-03-17,34637,60.7434564692779,1,0.0,84.0,-93.0
438,2018-03-18,37777,9.065450241071682,1,0.0,69.0,-15.0
439,2018-03-19,40572,7.398681737565194,1,0.0,72.0,3.0
440,2018-03-20,44211,8.969239869860978,1,0.0,66.0,-6.0
441,2018-03-21,45648,3.250322317975174,1,0.0,65.0,-1.0
442,2018-03-22,42309,-7.314668769716093,1,0.0,71.0,6.0
443,2018-03-23,41334,-2.3044742253421235,1,0.0,70.0,-1.0
444,2018-03-24,38442,-6.996661344171873,1,0.0,69.0,-1.0
445,2018-03-25,37193,-3.249050517662977,1,0.0,69.0,0.0
446,2018-03-26,51425,38.26526496921463,1,0.0,55.0,-14.0
447,2018-03-27,60414,17.47982498784637,1,0.0,45.0,-10.0
448,2018-03-28,64298,6.4289734167576995,1,0.0,40.0,-5.0
449,2018-03-29,55370,-13.885346356029737,1,0.0,41.0,1.0
450,2018-03-30,60712,9.647823731262406,1,0.0,32.0,-9.0
